Match Number,Round Number,Date,Location,Home Team,Away Team,Result
72,8,05/05/2024 09:10,Gabba,Brisbane Lions,Gold Coast Suns,79 - 45
73,9,09/05/2024 09:30,MCG,Carlton,Melbourne,77 - 76
74,9,10/05/2024 09:10,GMHBA Stadium,Geelong Cats,Port Adelaide,95 - 101
75,9,10/05/2024 10:30,Optus Stadium,Fremantle,Sydney Swans,39 - 87
76,9,11/05/2024 03:45,UTAS Stadium,Hawthorn,St Kilda,73 - 64
77,9,11/05/2024 06:35,Marvel Stadium,Essendon,GWS Giants,82 - 62
78,9,11/05/2024 09:30,MCG,Richmond,Western Bulldogs,42 - 133
79,9,11/05/2024 09:30,TIO Stadium,Gold Coast Suns,North Melbourne,120 - 52
80,9,12/05/2024 03:00,Marvel Stadium,Collingwood,West Coast Eagles,103 - 37
81,9,12/05/2024 06:00,Adelaide Oval,Adelaide Crows,Brisbane Lions,90 - 90
82,10,16/05/2024 09:30,TIO Stadium,Gold Coast Suns,Geelong Cats,164 - 100
83,10,17/05/2024 09:40,SCG,Sydney Swans,Carlton,117 - 65
84,10,18/05/2024 03:45,MCG,Collingwood,Adelaide Crows,78 - 74
85,10,18/05/2024 06:35,ENGIE Stadium,GWS Giants,Western Bulldogs,43 - 70
86,10,18/05/2024 09:30,Marvel Stadium,St Kilda,Fremantle,55 - 72
87,10,18/05/2024 09:30,Gabba,Brisbane Lions,Richmond,163 - 44
88,10,19/05/2024 03:10,Marvel Stadium,Essendon,North Melbourne,106 - 66
89,10,19/05/2024 05:20,Adelaide Oval,Port Adelaide,Hawthorn,80 - 79
90,10,19/05/2024 08:20,Optus Stadium,West Coast Eagles,Melbourne,105 - 70
91,11,23/05/2024 09:30,Marvel Stadium,Western Bulldogs,Sydney Swans,88 - 102
92,11,24/05/2024 10:10,Optus Stadium,Fremantle,Collingwood,75 - 75
93,11,25/05/2024 03:45,Blundstone Arena,North Melbourne,Port Adelaide,48 - 107
94,11,25/05/2024 03:45,Marvel Stadium,Carlton,Gold Coast Suns,102 - 73
95,11,25/05/2024 06:35,GMHBA Stadium,Geelong Cats,GWS Giants,74 - 78
96,11,25/05/2024 09:40,MCG,Richmond,Essendon,74 - 86
97,11,26/05/2024 03:10,Marvel Stadium,Hawthorn,Brisbane Lions,100 - 75
98,11,26/05/2024 05:20,MCG,Melbourne,St Kilda,100 - 62
99,11,26/05/2024 06:40,Adelaide Oval,Adelaide Crows,West Coast Eagles,137 - 38
100,12,30/05/2024 09:30,Adelaide Oval,Port Adelaide,Carlton,71 - 107
101,12,31/05/2024 09:40,Marvel Stadium,Collingwood,Western Bulldogs,82 - 100
102,12,01/06/2024 03:45,MCG,Hawthorn,Adelaide Crows,107 - 80
103,12,01/06/2024 06:35,Optus Stadium,West Coast Eagles,St Kilda,68 - 82
104,12,01/06/2024 09:30,GMHBA Stadium,Geelong Cats,Richmond,99 - 69
105,12,02/06/2024 03:00,TIO Traeger Park,Melbourne,Fremantle,49 - 141
106,12,02/06/2024 06:00,People First Stadium,Gold Coast Suns,Essendon,91 - 80
107,13,06/06/2024 09:30,Adelaide Oval,Adelaide Crows,Richmond,71 - 79
108,13,07/06/2024 09:40,Marvel Stadium,Western Bulldogs,Brisbane Lions,71 - 114
109,13,08/06/2024 03:45,UTAS Stadium,Hawthorn,GWS Giants,85 - 79
110,13,08/06/2024 06:35,Optus Stadium,West Coast Eagles,North Melbourne,65 - 74
111,13,08/06/2024 09:30,Marvel Stadium,St Kilda,Gold Coast Suns,51 - 48
112,13,09/06/2024 05:20,SCG,Sydney Swans,Geelong Cats,112 - 82
113,13,09/06/2024 09:20,MCG,Essendon,Carlton,70 - 96
114,13,10/06/2024 05:20,MCG,Collingwood,Melbourne,89 - 51
115,14,14/06/2024 09:40,Gabba,Brisbane Lions,St Kilda,126 - 106
116,14,15/06/2024 03:45,Marvel Stadium,Western Bulldogs,Fremantle,149 - 82
117,14,15/06/2024 06:35,MCG,Richmond,Hawthorn,49 - 97
118,14,15/06/2024 09:30,Adelaide Oval,Adelaide Crows,Sydney Swans,67 - 109
119,14,16/06/2024 03:00,Marvel Stadium,North Melbourne,Collingwood,
120,14,16/06/2024 06:00,ENGIE Stadium,GWS Giants,Port Adelaide,
121,15,21/06/2024 09:40,MCG,Carlton,Geelong Cats,
122,15,22/06/2024 03:45,Adelaide Oval,Port Adelaide,Brisbane Lions,
123,15,22/06/2024 06:35,ENGIE Stadium,GWS Giants,Sydney Swans,
124,15,22/06/2024 09:30,MCG,Melbourne,North Melbourne,
125,15,23/06/2024 03:00,Marvel Stadium,Essendon,West Coast Eagles,
126,15,23/06/2024 06:00,Optus Stadium,Fremantle,Gold Coast Suns,
127,16,28/06/2024 09:40,Gabba,Brisbane Lions,Melbourne,
130,16,29/06/2024 03:45,Marvel Stadium,North Melbourne,Western Bulldogs,
133,16,29/06/2024 03:45,SCG,Sydney Swans,Fremantle,
129,16,29/06/2024 06:35,People First Stadium,Gold Coast Suns,Collingwood,
128,16,29/06/2024 09:30,MCG,Geelong Cats,Essendon,
134,16,29/06/2024 09:30,Adelaide Oval,Adelaide Crows,GWS Giants,
132,16,30/06/2024 03:10,Marvel Stadium,St Kilda,Port Adelaide,
131,16,30/06/2024 05:20,MCG,Richmond,Carlton,
135,16,30/06/2024 06:40,Optus Stadium,West Coast Eagles,Hawthorn,
137,17,05/07/2024 09:40,MCG,Collingwood,Essendon,
141,17,06/07/2024 03:45,Marvel Stadium,North Melbourne,Gold Coast Suns,
143,17,06/07/2024 03:45,Adelaide Oval,Port Adelaide,Western Bulldogs,
138,17,06/07/2024 06:35,GMHBA Stadium,Geelong Cats,Hawthorn,
139,17,06/07/2024 09:30,ENGIE Stadium,GWS Giants,Carlton,
144,17,06/07/2024 10:10,Optus Stadium,Fremantle,Richmond,
140,17,07/07/2024 03:10,MCG,Melbourne,West Coast Eagles,
142,17,07/07/2024 05:20,Marvel Stadium,St Kilda,Sydney Swans,
136,17,07/07/2024 06:10,Gabba,Brisbane Lions,Adelaide Crows,
145,18,12/07/2024 09:40,MCG,Collingwood,Geelong Cats,
147,18,13/07/2024 03:45,UTAS Stadium,Hawthorn,Fremantle,
150,18,13/07/2024 03:45,SCG,Sydney Swans,North Melbourne,
151,18,13/07/2024 06:35,Marvel Stadium,Western Bulldogs,Carlton,
148,18,13/07/2024 09:30,MCG,Melbourne,Essendon,
152,18,13/07/2024 09:30,Adelaide Oval,Adelaide Crows,St Kilda,
146,18,14/07/2024 03:10,People First Stadium,Gold Coast Suns,Port Adelaide,
149,18,14/07/2024 05:20,MCG,Richmond,GWS Giants,
153,18,14/07/2024 06:40,Optus Stadium,West Coast Eagles,Brisbane Lions,
156,19,19/07/2024 09:40,Marvel Stadium,Essendon,Adelaide Crows,
158,19,20/07/2024 03:45,ENGIE Stadium,GWS Giants,Gold Coast Suns,
160,19,20/07/2024 03:45,Marvel Stadium,St Kilda,West Coast Eagles,
159,19,20/07/2024 06:35,MCG,Hawthorn,Collingwood,
157,19,20/07/2024 09:30,GMHBA Stadium,Geelong Cats,Western Bulldogs,
161,19,20/07/2024 09:30,Adelaide Oval,Port Adelaide,Richmond,
154,19,21/07/2024 03:10,Gabba,Brisbane Lions,Sydney Swans,
162,19,21/07/2024 05:20,Optus Stadium,Fremantle,Melbourne,
155,19,21/07/2024 06:40,Marvel Stadium,Carlton,North Melbourne,
163,20,26/07/2024 09:40,Marvel Stadium,Carlton,Port Adelaide,
167,20,27/07/2024 03:45,Blundstone Arena,North Melbourne,Geelong Cats,
165,20,27/07/2024 06:35,People First Stadium,Gold Coast Suns,Brisbane Lions,
168,20,27/07/2024 06:35,Marvel Stadium,St Kilda,Essendon,
166,20,27/07/2024 09:30,MCG,Melbourne,GWS Giants,
171,20,27/07/2024 10:10,Optus Stadium,Fremantle,West Coast Eagles,
164,20,28/07/2024 03:10,MCG,Collingwood,Richmond,
169,20,28/07/2024 05:20,SCG,Sydney Swans,Western Bulldogs,
170,20,28/07/2024 06:10,Adelaide Oval,Adelaide Crows,Hawthorn,
178,21,02/08/2024 09:15,Marvel Stadium,Western Bulldogs,Melbourne,
180,21,02/08/2024 10:30,Optus Stadium,West Coast Eagles,Gold Coast Suns,
176,21,03/08/2024 03:45,Marvel Stadium,North Melbourne,Richmond,
174,21,03/08/2024 06:35,GMHBA Stadium,Geelong Cats,Adelaide Crows,
172,21,03/08/2024 09:30,MCG,Collingwood,Carlton,
179,21,03/08/2024 09:30,Adelaide Oval,Port Adelaide,Sydney Swans,
175,21,04/08/2024 03:10,Manuka Oval,GWS Giants,Hawthorn,
173,21,04/08/2024 05:20,MCG,Essendon,Fremantle,
177,21,04/08/2024 06:40,Marvel Stadium,St Kilda,Brisbane Lions,
187,22,09/08/2024 09:40,SCG,Sydney Swans,Collingwood,
181,22,10/08/2024 03:45,Gabba,Brisbane Lions,GWS Giants,
185,22,10/08/2024 03:45,Blundstone Arena,North Melbourne,West Coast Eagles,
189,22,10/08/2024 06:35,Optus Stadium,Fremantle,Geelong Cats,
183,22,10/08/2024 09:30,Marvel Stadium,Essendon,Gold Coast Suns,
184,22,10/08/2024 09:30,MCG,Melbourne,Port Adelaide,
182,22,11/08/2024 03:10,MCG,Carlton,Hawthorn,
186,22,11/08/2024 05:20,Marvel Stadium,Richmond,St Kilda,
188,22,11/08/2024 06:10,Adelaide Oval,Adelaide Crows,Western Bulldogs,
191,23,16/08/2024 09:40,Marvel Stadium,Essendon,Sydney Swans,
192,23,17/08/2024 03:45,People First Stadium,Gold Coast Suns,Melbourne,
193,23,17/08/2024 03:45,ENGIE Stadium,GWS Giants,Fremantle,
190,23,17/08/2024 06:35,MCG,Collingwood,Brisbane Lions,
195,23,17/08/2024 09:30,Marvel Stadium,St Kilda,Geelong Cats,
197,23,17/08/2024 09:30,Adelaide Oval,Port Adelaide,Adelaide Crows,
196,23,18/08/2024 03:10,Marvel Stadium,Western Bulldogs,North Melbourne,
194,23,18/08/2024 05:20,MCG,Hawthorn,Richmond,
198,23,18/08/2024 06:40,Optus Stadium,West Coast Eagles,Carlton,
199,24,23/08/2024 02:00,Gabba,Brisbane Lions,Essendon,
200,24,23/08/2024 02:00,Marvel Stadium,Carlton,St Kilda,
201,24,23/08/2024 02:00,GMHBA Stadium,Geelong Cats,West Coast Eagles,
202,24,23/08/2024 02:00,UTAS Stadium,Hawthorn,North Melbourne,
203,24,23/08/2024 02:00,MCG,Melbourne,Collingwood,
204,24,23/08/2024 02:00,MCG,Richmond,Gold Coast Suns,
205,24,23/08/2024 02:00,SCG,Sydney Swans,Adelaide Crows,
206,24,23/08/2024 02:00,Mars Stadium,Western Bulldogs,GWS Giants,
207,24,23/08/2024 04:00,Optus Stadium,Fremantle,Port Adelaide,
